Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2023-01-02,AAPL,100.03763445444916,100.26470043680825,99.20518189513709,99.55032509130903,99.22980567930144,2867932
2023-01-03,AAPL,99.68481478399033,99.91284262713765,99.4254618641154,99.84162861619856,99.11463303394768,1658125
2023-01-04,AAPL,100.12761418591857,101.90320208981399,99.3954378629133,100.0491662233702,100.3944394076368,2228122
2023-01-05,AAPL,96.65868031044035,97.75252495968905,96.05170035179714,97.62895861670088,98.50404405302429,3106008
2023-01-06,AAPL,98.80628702524872,100.67215613042042,97.00405740083609,99.37226256198952,99.92758925094233,3847750
2023-01-09,AAPL,100.4654345290825,100.78524973940073,98.62545825677888,100.42674247985805,99.86232628337257,4511227
2023-01-10,AAPL,100.70250131107244,101.77772160109059,100.19297512973979,100.84853089631491,100.45492911230315,4279793
2023-01-11,AAPL,102.71547842378354,103.39238213213775,102.48777085761618,103.20943332193951,102.67642004088684,4933359
2023-01-12,AAPL,105.6549856138525,107.40168014745463,105.64544334829033,104.81471584046402,105.58304607716529,4429540
2023-01-13,AAPL,103.73345152139363,105.38850569753588,102.59277442862506,103.39132438134811,103.15192688970075,1441818
2023-01-16,AAPL,103.19140744745607,104.65016256814467,102.16824414332235,103.23083336684184,103.67909658045932,1092350
2023-01-17,AAPL,105.16250025932992,106.07401441837496,104.82428159398145,104.28982671644197,103.42249154445032,3395712
2023-01-18,AAPL,105.59609601201869,105.94441256991766,104.29335984782549,106.17449052980774,105.52457339010888,3649009
2023-01-19,AAPL,104.54048679540884,106.11296999707447,104.44852433555688,105.39735864074731,105.84556435252857,1263690
2023-01-20,AAPL,105.80394931494031,106.18102413436876,105.75938672302365,105.80401074683675,106.4321097508659,4092921
2023-01-23,AAPL,103.7959417749301,104.5105518936753,102.97215980680741,104.26137425540531,103.34698499160605,4309228
2023-01-24,AAPL,102.567209847652,103.8151792218631,100.77098819571138,102.95038262577532,103.87617478648554,1099414
2023-01-25,AAPL,103.0970757841707,103.31586966413015,101.29512492219823,102.68767942409289,103.16165474870884,1852393
2023-01-26,AAPL,99.25478550806976,100.47886843136617,97.62591701164393,99.68169637182253,98.77281216512847,3870421
2023-01-27,AAPL,98.48929927727151,100.25020438676526,98.23647912215735,99.37134991316945,98.82912926308484,2412380
2023-01-30,AAPL,97.73707987501922,98.51196886330712,97.21418821553401,98.27177586455214,98.38524361515739,4237672
2023-01-31,AAPL,96.20290040113831,96.41789771420979,95.50785668144557,97.18797275901322,97.98859292678252,1472490
2023-02-01,AAPL,97.01298251028511,98.77238556753083,95.06869824627255,96.93498553897443,96.89201580488889,3884715
2023-02-02,AAPL,98.99688734871278,99.14823586602007,97.33556291884997,98.14416229750759,98.03811487158723,1264205
2023-02-03,AAPL,98.17748821110553,98.7067414432359,96.84323310993568,98.00833259884672,98.33925872943868,4432485
2023-02-06,AAPL,97.91031300362388,99.89945445967021,96.48226938039,98.00294919167928,97.87938108227924,3363668
2023-02-07,AAPL,97.51753190560702,99.46852602678292,97.21225582578461,97.86731527976647,97.095432595308,2526131
2023-02-08,AAPL,97.2102304699027,98.90012879235442,97.10708432399807,97.18247259260868,96.57759350519596,3563986
2023-02-09,AAPL,98.37367916773182,98.98013763714927,97.21927762783046,98.25329716760388,98.63200785813021,1698845
2023-02-10,AAPL,98.04747211218226,99.97775487068508,96.34822715772843,98.1225532859594,97.28437063765888,2212911
2023-02-13,AAPL,99.79494755212293,101.07304185114106,98.53742609424,99.4140179617548,98.55057091850392,1210975
2023-02-14,AAPL,98.5157328412874,99.70296383072554,97.47906089614789,97.99218618732364,98.35464019280448,1414246
2023-02-15,AAPL,98.74363325530186,100.70137342086382,97.11031645230096,98.88618811161797,98.51363524318826,4961717
2023-02-16,AAPL,98.0102718537663,99.37013873554082,96.95513633736029,98.75373203620636,98.98281610892671,4914781
2023-02-17,AAPL,99.46532911104984,99.65131521680767,98.8863604474404,99.027597677646,99.11726592723551,4468407
2023-02-20,AAPL,100.08531589582141,101.00326920790984,98.3856104166778,99.54327301664708,100.2197853825874,2204131
2023-02-21,AAPL,99.38066660797462,101.31283017119515,97.41283452050915,99.02735851828697,98.9700770626283,1920240
2023-02-22,AAPL,97.25840326568884,98.67237109651887,95.72848696683772,97.62440551368422,97.01593960183824,4849169
2023-02-23,AAPL,96.52571417879949,97.40458220088237,94.76396512236474,96.56795985683483,96.79353405778829,4524178
2023-02-24,AAPL,96.8605717771178,97.97621771739024,95.33156272571894,96.81299405912984,96.79285936412124,1090037
2023-02-27,AAPL,95.72777938392976,97.57731589941093,95.49318768323516,96.14439518961247,95.97671514888671,1346070
2023-02-28,AAPL,94.03591487942599,94.41014064804787,92.9675092361804,94.71205652289945,94.80983420978868,1087243
2023-03-01,AAPL,94.66580490292516,95.44336156350197,94.6202602399679,95.16299849477225,94.72249606467184,1040789
2023-03-02,AAPL,95.77818249628412,97.75300604379869,94.89355309707369,96.61477813629008,96.68723131666552,4927250
2023-03-03,AAPL,97.66544184377558,98.86931687759963,97.26435132446643,97.97776786553426,98.1325590192929,4856352
2023-03-06,AAPL,98.40929101531638,98.63522177760132,97.77384952586635,98.93499001743793,99.13464936680657,3962453
2023-03-07,AAPL,99.20666453896804,99.63941297345923,99.04006785903539,99.44500229103826,98.74209299858066,4640447
2023-03-08,AAPL,99.75322975120503,101.24779574332278,98.19845553586455,100.02499790655607,99.56527165968033,1468111
2023-03-09,AAPL,101.11344321197927,102.27815912162214,100.22496718136695,100.5098374822442,101.1748822472319,3398458
2023-03-10,AAPL,101.22863173041864,102.11800882241528,99.98685975265566,100.94052288454358,101.84011291389785,4070200
2023-03-13,AAPL,102.42401249640619,102.98333170208682,102.04556409754655,101.98188698332137,102.2616407880029,1526319
2023-03-14,AAPL,101.7402622339013,103.28317342507967,101.23835504867549,101.94952267308823,101.04175873427015,1597778
2023-03-15,AAPL,101.14716532841236,101.5764194878534,100.49935262028346,100.99400972890739,100.52752613840006,4688342
2023-03-16,AAPL,101.26710105431282,101.4693072714442,101.26574805867163,101.80089891585652,100.90773893407045,1336733
2023-03-17,AAPL,103.76634413315959,104.95070110575304,103.32844518665271,102.77480234496278,101.7507548737816,1122721
2023-03-20,AAPL,102.40293446642252,104.3838005441406,101.28313193076953,103.39348589892592,104.35761201989952,3796609
2023-03-21,AAPL,103.66086196202586,105.49823819654219,102.21122174595187,103.60832362666183,104.06960988112924,1606827
2023-03-22,AAPL,105.08187815865132,105.74367185346435,103.33750711772574,104.32174819482047,104.48837717401597,4585149
2023-03-23,AAPL,105.9357136689703,107.15930169362102,105.57604376581136,105.0878005195672,104.11430837561227,3664024
2023-03-24,AAPL,104.50619606561237,106.38507684553598,103.95948715735913,105.16715835595251,104.6935325898957,2300670
2023-03-27,AAPL,105.14441660617727,105.95481166029414,104.29572714330044,105.83082377599449,105.14128485848474,2027747
2023-03-28,AAPL,107.37777524288437,107.55847837003273,105.68503047033404,106.6444730910751,106.03577914512465,4931526
2023-03-29,AAPL,106.35470716277608,106.38029119150663,105.71566121852071,107.02368069006002,106.842735389814,4588110
2023-03-30,AAPL,108.31898623384028,108.3730352731367,107.85869799607141,108.01012392068574,108.86186841038733,2193225
2023-03-31,AAPL,108.99842329629475,109.06289472700374,108.07922660939269,108.75319182152387,108.27451213478032,2179124
2023-01-02,MSFT,98.42441694470108,99.7405800716563,97.43025889581322,97.96687397145013,98.19277166157703,1711344
2023-01-03,MSFT,96.20113718216082,97.95493564240263,95.6598707737291,97.11673174302814,97.18618677253272,1921190
2023-01-04,MSFT,98.45446738930237,100.16867758582767,97.18705021647474,98.15821172121193,98.44774787451078,1196825
2023-01-05,MSFT,98.67603026183599,100.07133948152283,97.14949779875799,97.71310194595978,96.85493578337717,1893109
2023-01-06,MSFT,98.42057239709007,99.21707109387876,97.92698891656813,98.1357892843679,97.96137504834552,1260386
2023-01-09,MSFT,97.54204926853882,99.53365090231549,96.13715407406517,97.90304754618019,97.73799686753638,1013772
2023-01-10,MSFT,96.91379372663864,97.37283766145455,96.11010388668299,96.93385243967705,96.72409658292331,4116651
2023-01-11,MSFT,97.54997317985568,97.89192167761182,96.3710177868076,96.81009198078948,96.12921683089057,2230808
2023-01-12,MSFT,96.14883352155226,96.95756813706898,94.64983736934292,96.4089709624013,95.79131000081132,1152026
2023-01-13,MSFT,97.52494549109807,99.48299556227113,96.81061236285385,96.91009403408961,97.53709876508398,1436361
2023-01-16,MSFT,96.99198063420157,98.93213934047388,96.0305014348727,97.45130318840607,97.5654827547817,4822077
2023-01-17,MSFT,97.84712491164493,98.55611341058338,97.54877928045693,97.22938006828954,96.4806235900498,3894278
2023-01-18,MSFT,96.12581699570937,96.7340839360661,95.16515725007852,96.76086363209684,96.34045888093627,3228536
2023-01-19,MSFT,96.75977419221834,96.84475051965805,96.71227771510912,96.24771076076829,95.72055032422527,1502473
2023-01-20,MSFT,97.09114035414625,97.83128080680912,96.55571289649625,96.2424202924037,96.1552359068199,4115965
2023-01-23,MSFT,97.58412499085763,99.32440905585375,97.31800430685637,97.18556312372843,97.9036311678378,2151628
2023-01-24,MSFT,97.0096690245112,98.40315220476143,95.79736589349803,98.00173110393905,98.5683202715451,1653067
2023-01-25,MSFT,98.86536001595809,98.88819869795373,97.84101961887605,98.26749791553414,97.66249515796184,4009332
2023-01-26,MSFT,98.45151268129516,98.89816806908907,96.91218246114337,98.22663183020993,98.6368856338453,4516152
2023-01-27,MSFT,97.5387917869893,98.11567713901168,97.37043201732837,98.36211071200266,97.40167923404675,4146730
2023-01-30,MSFT,96.18492349055934,97.3771702254571,95.86516494316425,96.78611417347352,96.75825740319719,2664431
2023-01-31,MSFT,98.82435009079305,99.53664622371384,98.75986012001324,98.27913282938843,98.72531513123388,3762611
2023-02-01,MSFT,96.7665423973677,97.85582815550966,96.24128045357796,97.76065051866175,97.24508503958563,2108534
2023-02-02,MSFT,98.36851495287284,98.84505868934203,97.19552774261312,97.79833271053249,97.00009975254501,4162661
2023-02-03,MSFT,96.72150873328395,98.56305611035862,95.96820999312716,96.67179353007272,97.28608844344204,2323851
2023-02-06,MSFT,97.49596025631298,98.44788959565781,97.02494069494882,96.87211736460517,97.06410310105,3827488
2023-02-07,MSFT,98.46880523537826,100.13096388038132,97.0712866198612,97.86235294342885,98.42623039885065,4128646
2023-02-08,MSFT,98.60636546061713,99.1129504511355,96.61482071044358,97.64467355254763,97.64959644430989,3092259
2023-02-09,MSFT,98.91228377350646,100.57879043472023,97.1725754773418,99.36070532460735,99.30680831336034,4159245
2023-02-10,MSFT,97.71978808019804,98.61511063928424,97.45118657354342,98.04916328705221,98.50761601576919,3792603
2023-02-13,MSFT,98.36158710702009,99.90916570085793,96.77247924496567,98.70894518827625,97.74615372158684,2501178
2023-02-14,MSFT,98.69519966197004,99.56149718033352,96.86789149956965,98.51510730195754,97.89718824048589,2051326
2023-02-15,MSFT,97.26461646897464,98.62300393774842,96.98711536754516,96.56143854357491,96.46134086812683,1539491
2023-02-16,MSFT,97.0995436939002,97.46864351866594,96.26767506499905,96.50167817153125,96.27663996402461,4599393
2023-02-17,MSFT,96.44892043806843,96.50954422700629,95.42777967311704,97.27930628093296,97.6698097678508,4571551
2023-02-20,MSFT,97.29601852437361,97.48170104184413,96.19630608006312,98.08804472711628,97.52663475912586,4443570
2023-02-21,MSFT,99.00245643349467,100.81923976699048,97.41870179585018,99.00566132788853,99.65907436916319,1085024
2023-02-22,MSFT,99.88008205986057,100.4020108604942,99.19483056124433,100.072730679613,99.68286188236195,2037006
2023-02-23,MSFT,100.14869655159013,101.08835144354435,98.47803713733694,99.44020249416552,100.39901369047674,3150323
2023-02-24,MSFT,100.54643567407979,101.78518914422492,99.24176517308045,100.21285480978763,99.36851555893566,4167741
2023-02-27,MSFT,100.31071001797503,100.79222491027393,98.99691613270322,99.77939761285282,99.29241192823123,4315015
2023-02-28,MSFT,100.46003200901666,101.14169332674167,100.16421248273707,99.6275290738966,98.88895250236834,4343557
2023-03-01,MSFT,99.2746705199827,101.02769848700352,98.10040099543374,98.4537648858607,98.00195583004418,2076808
2023-03-02,MSFT,97.69205726959437,97.85410423703914,97.36096242456532,97.7423979146909,97.8359530871634,1458551
2023-03-03,MSFT,97.65599275577551,98.914084898732,96.21737181241058,98.35435109846213,97.9456163937687,1411540
2023-03-06,MSFT,99.60328439538789,99.74060364354936,99.54461380768984,99.00612670097196,99.48901230488806,2090712
2023-03-07,MSFT,98.28337296386451,99.81476356428439,98.02769780612158,98.69179742259477,98.7794813482423,2702773
2023-03-08,MSFT,96.00865679481909,97.63911899249862,94.44129371898532,96.28701991457308,95.64774365858257,2267566
2023-03-09,MSFT,97.1748287098182,97.41567008029173,96.20647674077563,97.40716479436897,97.4656217213761,1377638
2023-03-10,MSFT,97.35894544070459,98.5468836103487,96.60555899341857,97.39110520815906,98.0310591814273,4912546
2023-03-13,MSFT,96.90371546222133,98.32043618693382,96.0599592498285,96.56355802466672,97.47167190651315,1832206
2023-03-14,MSFT,97.2374497690781,97.52055267144955,95.66207334051776,96.5835760642316,96.32787948062123,4240349
2023-03-15,MSFT,96.18663534352338,96.9701993784485,96.10704385523431,96.96992750368337,97.80124144173944,2117128
2023-03-16,MSFT,97.71860103362542,97.88839106570452,97.59604187835419,97.3236228916577,98.13542841003739,2736211
2023-03-17,MSFT,95.62388523706979,97.06496606595088,94.35533713920597,96.32063040202411,96.94871165209128,2299927
